microcanonical number of states:
    E, kcal/mol          rxn_1          rxn_2          rxn_3          rxn_4         rxn_24     rxn_eor2_1     rxn_eor2_3     rxn_eor2_6     rxn_eor2_8     rxn_eor5_1         rxn_21         rxn_31     rxn_eor5_4
            167    1.46292e+34    3.00031e+09    1.81584e+11    4.18085e+10
            168    1.72719e+34    3.07389e+09    1.87213e+11    4.26575e+10
            169    2.03767e+34    3.14858e+09    1.92955e+11    4.35146e+10
            170    2.40218e+34    3.22439e+09    1.98811e+11    4.43796e+10
            171    2.82981e+34     3.3013e+09    2.04781e+11    4.52525e+10
            172    3.33114e+34    3.37934e+09    2.10866e+11    4.61333e+10
            173    3.91847e+34     3.4585e+09    2.17067e+11    4.70219e+10
            174    4.60605e+34    3.53879e+09    2.23384e+11    4.79183e+10
            175    5.41045e+34    3.62021e+09    2.29819e+11    4.88223e+10
            176    6.35086e+34    3.70276e+09    2.36371e+11    4.97339e+10
            177    7.44956e+34    3.78646e+09    2.43042e+11    5.06531e+10
            178     8.7323e+34    3.87129e+09    2.49832e+11    5.15798e+10
            179    1.02289e+35    3.95727e+09    2.56743e+11    5.25139e+10
            180     1.1974e+35     4.0444e+09    2.63773e+11    5.34554e+10
            181    1.40073e+35    4.13268e+09    2.70925e+11    5.44041e+10
            182     1.6375e+35    4.22212e+09    2.78198e+11    5.53602e+10
            183    1.91303e+35    4.31272e+09    2.85593e+11    5.63234e+10
            184    2.23347e+35    4.40447e+09    2.93111e+11    5.72937e+10
            185    2.60589e+35     4.4974e+09    3.00752e+11    5.82711e+10
            186    3.03846e+35    4.59149e+09    3.08517e+11    5.92555e+10
            187    3.54058e+35    4.68674e+09    3.16406e+11    6.02467e+10
            188    4.12307e+35    4.78318e+09     3.2442e+11    6.12449e+10
            189    4.79839e+35    4.88078e+09    3.32559e+11    6.22498e+10
            190    5.58086e+35    4.97957e+09    3.40823e+11    6.32615e+10
            191    6.48693e+35    5.07953e+09    3.49214e+11    6.42798e+10
            192    7.53551e+35    5.18068e+09    3.57731e+11    6.53047e+10
            193     8.7483e+35    5.28301e+09    3.66375e+11    6.63362e+10
            194    1.01502e+36    5.38653e+09    3.75146e+11    6.73741e+10
            195    1.17697e+36    5.49124e+09    3.84045e+11    6.84184e+10
            196    1.36396e+36    5.59714e+09    3.93071e+11     6.9469e+10
            197    1.57973e+36    5.70423e+09    4.02226e+11    7.05259e+10
            198    1.82857e+36    5.81252e+09     4.1151e+11     7.1589e+10
            199     2.1154e+36      5.922e+09    4.20922e+11    7.26582e+10
well = w_2
    E, kcal/mol    D, mol/kcal       w_2->w_1  w_2->w_eor2_1 w_2->pr_eor5_1
              0              0            ***            ***            ***
              1              0            ***            ***            ***
              2              0            ***            ***            ***
              3              0            ***            ***            ***
              4              0            ***            ***            ***
              5              0            ***            ***            ***
              6              0            ***            ***            ***
              7    3.34501e+07    1.54584e-05    1.17548e-10              0
              8    4.50974e+08    9.93545e-05    6.69564e-09              0
              9    2.79213e+09     0.00047316    9.59066e-08              0
             10    1.25578e+10     0.00189382    8.00603e-07              0
             11    4.78081e+10     0.00659865    4.78639e-06              0
             12    1.61474e+11      0.0208914    2.30166e-05              0
             13    4.96254e+11      0.0617032    9.50261e-05              0
             14    1.41569e+12       0.172264    0.000349317              0
             15    3.79982e+12       0.458879      0.0011715              0
             16    9.68409e+12         1.1751      0.0036483              0
             17    2.35983e+13        2.90924      0.0106868              0
             18    5.52938e+13         6.9925      0.0297258              0
             19     1.2514e+14         16.372      0.0790926              0
             20    2.74543e+14        37.4456       0.202487              0
             21    5.85646e+14        83.8479       0.501129              0
             22    1.21783e+15        184.119         1.2035              0
             23    2.47406e+15        396.786        2.81361              0
             24    4.91949e+15        838.077        6.42017              0
             25    9.59025e+15        1724.12        14.3299              0
             26    1.83553e+16        3409.05        31.3407              0
             27    3.45355e+16        6395.33        67.2369              0
             28    6.39487e+16        11361.4        141.457    9.64426e-18
             29    1.16653e+17        19211.7        290.922    6.63389e-12
             30    2.09821e+17        31085.8        580.366    1.75197e-08
             31    3.72431e+17        48359.8        1112.05    9.62965e-06
             32    6.52841e+17        72675.7        2036.45      0.0022758
             33    1.13091e+18         105951        3567.92       0.305017
             34    1.93717e+18         150371        5999.45        15.6669
             35    3.28304e+18         208394        9714.22        181.214
             36    5.50776e+18         282751        15200.5        915.747
             37    9.15106e+18         376440        23067.2        3060.09
             38    1.50645e+19         492712        34055.3        8164.61
             39    2.45813e+19         635070          49050        18886.6
             40    3.97726e+19         807252        69092.6        39385.1
             41    6.38327e+19    1.01322e+06        95390.3        75800.3
             42    1.01655e+20    1.25716e+06         129325         136846
             43    1.60682e+20    1.54343e+06         172461         234428
             44    2.52167e+20     1.8766e+06         226550         384284
             45    3.93012e+20     2.2614e+06         293540         606685
             46     6.0846e+20    2.70271e+06         375576         927157
             47    9.35982e+20    3.20557e+06         475002    1.37719e+06
             48     1.4309e+21    3.77513e+06         594367    1.99497e+06
             49    2.17447e+21    4.41667e+06         736422    2.82607e+06
             50    3.28533e+21    5.13557e+06         904123    3.92416e+06
             51    4.93598e+21     5.9373e+06    1.10063e+06    5.35164e+06
             52    7.37584e+21    6.82742e+06    1.32929e+06     7.1803e+06
             53     1.0964e+22    7.81153e+06    1.59367e+06    9.49187e+06
             54    1.62148e+22    8.89531e+06    1.89752e+06    1.23786e+07
             55    2.38622e+22    1.00845e+07    2.24477e+06    1.59437e+07
             56    3.49482e+22    1.13848e+07    2.63957e+06    2.03018e+07
             57    5.09467e+22     1.2802e+07    3.08622e+06    2.55795e+07
             58    7.39335e+22     1.4342e+07    3.58921e+06    3.19154e+07
             59    1.06821e+23    1.60105e+07    4.15321e+06    3.94607e+07
             60    1.53678e+23    1.78133e+07    4.78303e+06    4.83791e+07
             61    2.20169e+23    1.97563e+07    5.48368e+06    5.88473e+07
             62    3.14152e+23    2.18453e+07    6.26029e+06    7.10552e+07
             63    4.46486e+23    2.40859e+07    7.11815e+06    8.52054e+07
             64    6.32126e+23     2.6484e+07     8.0627e+06    1.01514e+08
             65    8.91596e+23    2.90452e+07     9.0995e+06     1.2021e+08
             66    1.25297e+24    3.17753e+07    1.02342e+07    1.41535e+08
             67    1.75454e+24    3.46799e+07    1.14728e+07    1.65746e+08
             68    2.44834e+24    3.77645e+07     1.2821e+07    1.93108e+08
             69    3.40487e+24    4.10347e+07    1.42849e+07    2.23905e+08
             70    4.71936e+24    4.44961e+07    1.58708e+07    2.58428e+08
             71    6.52011e+24    4.81539e+07    1.75847e+07    2.96983e+08
             72    8.97938e+24    5.20136e+07    1.94331e+07    3.39887e+08
             73    1.23279e+25    5.60804e+07    2.14224e+07     3.8747e+08
             74    1.68737e+25    6.03597e+07     2.3559e+07    4.40073e+08
             75    2.30271e+25    6.48566e+07    2.58495e+07    4.98047e+08
             76    3.13332e+25    6.95761e+07    2.83005e+07    5.61755e+08
             77    4.25142e+25    7.45233e+07    3.09187e+07     6.3157e+08
             78    5.75241e+25    7.97031e+07    3.37109e+07    7.07874e+08
             79     7.7621e+25    8.51204e+07    3.66838e+07    7.91061e+08
             80    1.04459e+26      9.078e+07    3.98441e+07    8.81532e+08
             81    1.40208e+26    9.66866e+07    4.31989e+07    9.79699e+08
             82    1.87707e+26    1.02845e+08    4.67549e+07    1.08598e+09
             83    2.50664e+26    1.09259e+08    5.05191e+07     1.2008e+09
             84    3.33911e+26    1.15934e+08    5.44984e+07     1.3246e+09
             85    4.43725e+26    1.22874e+08    5.86997e+07    1.45782e+09
             86    5.88251e+26    1.30084e+08      6.313e+07     1.6009e+09
             87    7.78029e+26    1.37566e+08    6.77963e+07    1.75431e+09
             88    1.02667e+27    1.45327e+08    7.27055e+07    1.91849e+09
             89    1.35173e+27    1.53369e+08    7.78645e+07    2.09393e+09
             90    1.77577e+27    1.61697e+08    8.32804e+07    2.28109e+09
             91    2.32776e+27    1.70315e+08    8.89601e+07    2.48045e+09
             92    3.04483e+27    1.79226e+08    9.49105e+07    2.69248e+09
             93    3.97444e+27    1.88434e+08    1.01139e+08    2.91767e+09
             94    5.17718e+27    1.97942e+08    1.07651e+08    3.15651e+09
             95    6.73023e+27    2.07755e+08    1.14455e+08    3.40949e+09
             96    8.73173e+27    2.17876e+08    1.21557e+08    3.67711e+09
             97    1.13063e+28    2.28307e+08    1.28964e+08    3.95985e+09
             98    1.46117e+28    2.39054e+08    1.36683e+08    4.25821e+09
             99    1.88477e+28    2.50117e+08    1.44721e+08     4.5727e+09
            100    2.42664e+28    2.61502e+08    1.53084e+08    4.90381e+09
            101    3.11856e+28     2.7321e+08    1.61778e+08    5.25205e+09
            102    4.00054e+28    2.85245e+08    1.70812e+08    5.61791e+09
            103    5.12283e+28     2.9761e+08     1.8019e+08    6.00189e+09
            104    6.54849e+28    3.10308e+08     1.8992e+08    6.40451e+09
            105    8.35647e+28    3.23341e+08    2.00008e+08    6.82625e+09
            106    1.06455e+29    3.36711e+08     2.1046e+08    7.26762e+09
            107     1.3539e+29    3.50423e+08    2.21284e+08    7.72911e+09
            108    1.71905e+29    3.64477e+08    2.32485e+08    8.21123e+09
            109    2.17914e+29    3.78877e+08    2.44069e+08    8.71446e+09
            110    2.75796e+29    3.93625e+08    2.56042e+08    9.23931e+09
            111    3.48502e+29    4.08723e+08    2.68412e+08    9.78626e+09
            112    4.39692e+29    4.24174e+08    2.81183e+08    1.03558e+10
            113    5.53895e+29    4.39979e+08    2.94363e+08    1.09484e+10
            114    6.96707e+29    4.56142e+08    3.07956e+08    1.15646e+10
            115    8.75038e+29    4.72663e+08    3.21969e+08    1.22048e+10
            116     1.0974e+30    4.89544e+08    3.36407e+08    1.28696e+10
            117    1.37429e+30    5.06789e+08    3.51276e+08    1.35593e+10
            118    1.71857e+30    5.24398e+08    3.66583e+08    1.42745e+10
            119    2.14609e+30    5.42373e+08    3.82332e+08    1.50156e+10
            120    2.67623e+30    5.60717e+08    3.98529e+08    1.57831e+10
            121    3.33277e+30     5.7943e+08     4.1518e+08    1.65775e+10
            122    4.14476e+30    5.98514e+08     4.3229e+08    1.73992e+10
            123    5.14772e+30    6.17971e+08    4.49864e+08    1.82486e+10
            124    6.38495e+30    6.37802e+08    4.67908e+08    1.91262e+10
            125    7.90927e+30    6.58009e+08    4.86426e+08    2.00324e+10
            126    9.78493e+30    6.78593e+08    5.05425e+08    2.09677e+10
            127    1.20901e+31    6.99556e+08    5.24908e+08    2.19325e+10
            128    1.49196e+31    7.20898e+08    5.44881e+08    2.29273e+10
            129    1.83886e+31    7.42621e+08     5.6535e+08    2.39523e+10
            130    2.26367e+31    7.64726e+08    5.86317e+08    2.50081e+10
            131    2.78325e+31    7.87214e+08     6.0779e+08    2.60951e+10
            132    3.41803e+31    8.10086e+08    6.29771e+08    2.72137e+10
            133    4.19265e+31    8.33343e+08    6.52266e+08    2.83641e+10
            134    5.13686e+31    8.56986e+08    6.75279e+08     2.9547e+10
            135    6.28651e+31    8.81016e+08    6.98815e+08    3.07626e+10
            136    7.68473e+31    9.05434e+08    7.22878e+08    3.20113e+10
            137    9.38344e+31     9.3024e+08    7.47472e+08    3.32935e+10
            138     1.1445e+32    9.55436e+08    7.72602e+08    3.46095e+10
            139    1.39442e+32    9.81021e+08    7.98272e+08    3.59598e+10
            140    1.69708e+32      1.007e+09    8.24486e+08    3.73446e+10
            141    2.06323e+32    1.03337e+09    8.51248e+08    3.87643e+10
            142    2.50574e+32    1.06012e+09    8.78562e+08    4.02194e+10
            143    3.03997e+32    1.08728e+09    9.06431e+08      4.171e+10
            144    3.68431e+32    1.11482e+09     9.3486e+08    4.32366e+10
            145    4.46066e+32    1.14276e+09    9.63853e+08    4.47994e+10
            146    5.39516e+32    1.17109e+09    9.93412e+08    4.63988e+10
            147    6.51892e+32    1.19982e+09    1.02354e+09    4.80351e+10
            148      7.869e+32    1.22894e+09    1.05425e+09    4.97086e+10
            149    9.48942e+32    1.25846e+09    1.08553e+09    5.14196e+10
            150    1.14325e+33    1.28837e+09    1.11739e+09    5.31684e+10
            151    1.37603e+33    1.31867e+09    1.14984e+09    5.49553e+10
            152    1.65464e+33    1.34937e+09    1.18287e+09    5.67806e+10
            153    1.98781e+33    1.38047e+09     1.2165e+09    5.86445e+10
            154    2.38586e+33    1.41197e+09    1.25072e+09    6.05473e+10
            155      2.861e+33    1.44385e+09    1.28553e+09    6.24893e+10
            156    3.42766e+33    1.47614e+09    1.32095e+09    6.44707e+10
            157    4.10288e+33    1.50882e+09    1.35697e+09    6.64918e+10
            158    4.90676e+33     1.5419e+09     1.3936e+09    6.85529e+10
            159    5.86301e+33    1.57537e+09    1.43083e+09    7.06541e+10
            160    6.99954e+33    1.60924e+09    1.46867e+09    7.27957e+10
            161    8.34922e+33    1.64351e+09    1.50713e+09     7.4978e+10
            162    9.95068e+33    1.67817e+09    1.54621e+09    7.72011e+10
            163    1.18493e+34    1.71323e+09     1.5859e+09    7.94653e+10
            164    1.40985e+34    1.74868e+09    1.62622e+09    8.17707e+10
            165    1.67608e+34    1.78453e+09    1.66716e+09    8.41177e+10
            166    1.99096e+34    1.82077e+09    1.70873e+09    8.65063e+10
            167    2.36308e+34    1.85741e+09    1.75092e+09    8.89368e+10
            168     2.8025e+34    1.89445e+09    1.79375e+09    9.14094e+10
            169    3.32101e+34    1.93187e+09    1.83721e+09    9.39242e+10
            170    3.93236e+34     1.9697e+09     1.8813e+09    9.64815e+10
            171    4.65263e+34    2.00791e+09    1.92603e+09    9.90813e+10
            172    5.50059e+34    2.04652e+09     1.9714e+09    1.01724e+11
            173    6.49814e+34    2.08552e+09    2.01741e+09    1.04409e+11
            174    7.67081e+34    2.12492e+09    2.06407e+09    1.07138e+11
            175    9.04832e+34    2.16471e+09    2.11137e+09     1.0991e+11
            176    1.06653e+35    2.20488e+09    2.15932e+09    1.12725e+11
            177     1.2562e+35    2.24546e+09    2.20791e+09    1.15584e+11
            178    1.47853e+35    2.28642e+09    2.25716e+09    1.18486e+11
            179    1.73895e+35    2.32777e+09    2.30706e+09    1.21432e+11
            180    2.04378e+35    2.36951e+09    2.35761e+09    1.24422e+11
            181    2.40034e+35    2.41164e+09    2.40882e+09    1.27456e+11
            182    2.81714e+35    2.45416e+09    2.46068e+09    1.30534e+11
            183    3.30402e+35    2.49707e+09     2.5132e+09    1.33656e+11
            184    3.87238e+35    2.54037e+09    2.56638e+09    1.36823e+11
            185     4.5354e+35    2.58405e+09    2.62022e+09    1.40034e+11
            186    5.30837e+35    2.62812e+09    2.67472e+09     1.4329e+11
            187     6.2089e+35    2.67258e+09    2.72989e+09     1.4659e+11
            188    7.25738e+35    2.71742e+09    2.78572e+09    1.49935e+11
            189    8.47734e+35    2.76265e+09    2.84222e+09    1.53324e+11
            190     9.8959e+35    2.80826e+09    2.89938e+09    1.56759e+11
            191    1.15444e+36    2.85425e+09    2.95721e+09    1.60238e+11
            192    1.34588e+36    2.90063e+09    3.01571e+09    1.63762e+11
            193    1.56808e+36    2.94739e+09    3.07487e+09    1.67332e+11
            194     1.8258e+36    2.99453e+09    3.13471e+09    1.70946e+11
            195    2.12456e+36    3.04205e+09    3.19522e+09    1.74606e+11
            196    2.47068e+36    3.08995e+09    3.25641e+09    1.78311e+11
            197    2.87141e+36    3.13823e+09    3.31826e+09    1.82061e+11
            198    3.33511e+36    3.18689e+09    3.38079e+09    1.85856e+11
            199    3.87135e+36    3.23592e+09      3.444e+09    1.89697e+11
well = w_3
    E, kcal/mol    D, mol/kcal       w_3->w_1       w_3->w_5
              0    4.35459e+08              0              0
              1    4.52222e+09              0              0
              2    2.97054e+10              0    3.43932e-25
              3    1.49222e+11              0    1.29406e-18
              4    6.27182e+11    4.06631e-36     1.9611e-15
              5    2.31407e+12    6.31161e-34    6.42658e-13
              6     7.7154e+12    5.07724e-32    9.36835e-11
              7    2.37024e+13    2.91893e-30    8.04792e-09
              8    6.80243e+13    1.28858e-28    4.71593e-07
              9    1.84252e+14    4.57777e-27    2.05889e-05
             10    4.74732e+14    1.35456e-25    0.000709937
             11    1.17073e+15    3.42709e-24      0.0201452
             12    2.77722e+15    7.56716e-23        0.48487
             13    6.36335e+15     1.4823e-21        10.1204
             14    1.41309e+16    2.61057e-20        181.095
             15    3.05015e+16    4.17945e-19        2078.52
             16    6.41522e+16     6.1392e-18        11759.8
             17    1.31755e+17    8.33914e-17        41686.7
             18    2.64724e+17    1.05455e-15         111779
             19    5.21193e+17    1.24876e-14         250432
             20    1.00695e+18    1.39172e-13         495472
             21    1.91149e+18     1.4663e-12         894453
             22    3.56936e+18     1.4662e-11    1.50447e+06
             23    6.56303e+18    1.39631e-10    2.39175e+06
             24    1.18936e+19    1.27041e-09    3.63114e+06
             25    2.12611e+19    1.10738e-08     5.3053e+06
             26    3.75184e+19    9.27111e-08    7.50383e+06
             27     6.5402e+19    7.47216e-07    1.03224e+07
             28    1.12694e+20    5.80953e-06    1.38616e+07
             29    1.92055e+20    4.36551e-05    1.82264e+07
             30    3.23891e+20    0.000317566    2.35249e+07
             31    5.40794e+20     0.00223733    2.98677e+07
             32    8.94381e+20      0.0151235    3.73672e+07
             33    1.46574e+21      0.0919231    4.61367e+07
             34    2.38123e+21        0.44227    5.62898e+07
             35    3.83633e+21        1.63703      6.794e+07
             36    6.13125e+21        4.92633    8.12003e+07
             37    9.72387e+21         12.739    9.61823e+07
             38    1.53079e+22        29.3941    1.12996e+08
             39    2.39276e+22        62.0421    1.31751e+08
             40    3.71452e+22        121.863    1.52552e+08
             41    5.72842e+22        225.556    1.75505e+08
             42    8.77802e+22        397.121     2.0071e+08
             43    1.33685e+23        669.935    2.28267e+08
             44    2.02387e+23        1089.13    2.58273e+08
             45    3.04637e+23        1714.24     2.9082e+08
             46    4.55998e+23        2622.15    3.25998e+08
             47    6.78889e+23         3910.3    3.63897e+08
             48    1.00546e+24        5700.07      4.046e+08
             49    1.48159e+24        8140.43    4.48189e+08
             50    2.17247e+24        11411.7    4.94743e+08
             51    3.17034e+24        15729.8    5.44337e+08
             52    4.60514e+24        21349.7    5.97043e+08
             53    6.65919e+24        28570.4    6.52932e+08
             54     9.5873e+24        37738.5    7.12071e+08
             55    1.37442e+25        49252.9    7.74522e+08
             56    1.96218e+25        63569.1    8.40349e+08
             57    2.78998e+25          81203    9.09608e+08
             58    3.95144e+25         102736    9.82355e+08
             59    5.57495e+25         128818    1.05864e+09
             60    7.83614e+25         160173    1.13853e+09
             61    1.09743e+26         197601    1.22205e+09
             62    1.53146e+26         241985    1.30926e+09
             63    2.12973e+26         294291    1.40019e+09
             64    2.95167e+26         355575     1.4949e+09
             65    4.07729e+26         426984    1.59341e+09
             66    5.61394e+26         509760    1.69577e+09
             67    7.70526e+26         605244    1.80201e+09
             68    1.05429e+27         714878    1.91216e+09
             69     1.4382e+27         840206    2.02625e+09
             70     1.9561e+27         982881    2.14431e+09
             71    2.65278e+27    1.14466e+06    2.26637e+09
             72    3.58739e+27    1.32742e+06    2.39245e+09
             73    4.83779e+27    1.53314e+06    2.52258e+09
             74    6.50626e+27    1.76392e+06    2.65677e+09
             75    8.72685e+27    2.02198e+06    2.79504e+09
             76    1.16747e+28    2.30963e+06    2.93742e+09
             77    1.55784e+28    2.62934e+06    3.08392e+09
             78     2.0735e+28    2.98366e+06    3.23456e+09
             79    2.75306e+28    3.37528e+06    3.38934e+09
             80    3.64651e+28    3.80702e+06    3.54829e+09
             81    4.81844e+28    4.28179e+06     3.7114e+09
             82     6.3522e+28    4.80264e+06     3.8787e+09
             83    8.35503e+28    5.37275e+06    4.05019e+09
             84    1.09647e+29    5.99539e+06    4.22588e+09
             85    1.43578e+29    6.67397e+06    4.40578e+09
             86    1.87602e+29    7.41203e+06    4.58988e+09
             87    2.44604e+29    8.21319e+06     4.7782e+09
             88     3.1826e+29    9.08124e+06    4.97074e+09
             89    4.13244e+29      1.002e+07    5.16749e+09
             90    5.35494e+29    1.10336e+07    5.36847e+09
             91    6.92531e+29     1.2126e+07    5.57367e+09
             92    8.93874e+29    1.33014e+07    5.78309e+09
             93    1.15154e+30    1.45643e+07    5.99672e+09
             94    1.48068e+30     1.5919e+07    6.21458e+09
             95    1.90036e+30    1.73702e+07    6.43665e+09
             96    2.43454e+30    1.89223e+07    6.66293e+09
             97    3.11326e+30    2.05803e+07    6.89341e+09
             98    3.97415e+30     2.2349e+07     7.1281e+09
             99    5.06426e+30    2.42332e+07    7.36699e+09
            100    6.44231e+30    2.62382e+07    7.61006e+09
            101    8.18151e+30    2.83691e+07    7.85732e+09
            102    1.03729e+31     3.0631e+07    8.10876e+09
            103    1.31298e+31    3.30294e+07    8.36436e+09
            104    1.65925e+31    3.55696e+07    8.62412e+09
            105    2.09351e+31    3.82573e+07    8.88803e+09
            106    2.63729e+31     4.1098e+07    9.15608e+09
            107    3.31717e+31    4.40973e+07    9.42827e+09
            108    4.16597e+31    4.72611e+07    9.70457e+09
            109    5.22411e+31    5.05952e+07    9.98498e+09
            110    6.54132e+31    5.41055e+07    1.02695e+10
            111     8.1787e+31     5.7798e+07    1.05581e+10
            112    1.02112e+32    6.16787e+07    1.08508e+10
            113    1.27308e+32    6.57538e+07    1.11475e+10
            114    1.58498e+32    7.00295e+07    1.14483e+10
            115    1.97057e+32     7.4512e+07    1.17531e+10
            116    2.44664e+32    7.92077e+07     1.2062e+10
            117    3.03363e+32    8.41229e+07    1.23749e+10
            118    3.75646e+32     8.9264e+07    1.26917e+10
            119    4.64544e+32    9.46375e+07    1.30126e+10
            120    5.73737e+32     1.0025e+08    1.33374e+10
            121    7.07694e+32    1.06108e+08    1.36662e+10
            122    8.71829e+32    1.12218e+08    1.39989e+10
            123     1.0727e+33    1.18587e+08    1.43355e+10
            124    1.31823e+33    1.25221e+08    1.46761e+10
            125    1.61799e+33    1.32127e+08    1.50205e+10
            126    1.98355e+33    1.39313e+08    1.53688e+10
            127    2.42882e+33    1.46784e+08     1.5721e+10
            128    2.97058e+33    1.54548e+08    1.60771e+10
            129      3.629e+33    1.62611e+08    1.64369e+10
            130     4.4283e+33    1.70981e+08    1.68006e+10
            131    5.39758e+33    1.79664e+08    1.71681e+10
            132     6.5717e+33    1.88667e+08    1.75394e+10
            133    7.99243e+33    1.97997e+08    1.79144e+10
            134    9.70976e+33    2.07662e+08    1.82932e+10
            135    1.17834e+34    2.17667e+08    1.86758e+10
            136    1.42848e+34     2.2802e+08     1.9062e+10
            137     1.7299e+34    2.38729e+08     1.9452e+10
            138    2.09276e+34    2.49799e+08    1.98456e+10
            139    2.52913e+34    2.61239e+08    2.02429e+10
            140     3.0534e+34    2.73055e+08    2.06439e+10
            141    3.68266e+34    2.85253e+08    2.10485e+10
            142    4.43719e+34    2.97842e+08    2.14567e+10
            143    5.34109e+34    3.10829e+08    2.18685e+10
            144     6.4229e+34    3.24219e+08    2.22839e+10
            145    7.71642e+34     3.3802e+08    2.27028e+10
            146    9.26167e+34     3.5224e+08    2.31253e+10
            147     1.1106e+35    3.66885e+08    2.35514e+10
            148    1.33051e+35    3.81962e+08    2.39809e+10
            149    1.59252e+35    3.97478e+08     2.4414e+10
            150    1.90439e+35     4.1344e+08    2.48505e+10
            151     2.2753e+35    4.29855e+08    2.52905e+10
            152    2.71602e+35     4.4673e+08    2.57339e+10
            153    3.23927e+35    4.64072e+08    2.61808e+10
            154    3.85996e+35    4.81888e+08    2.66311e+10
            155    4.59563e+35    5.00184e+08    2.70848e+10
            156    5.46684e+35    5.18968e+08    2.75418e+10
            157    6.49773e+35    5.38246e+08    2.80022e+10
            158    7.71657e+35    5.58026e+08     2.8466e+10
            159    9.15648e+35    5.78313e+08     2.8933e+10
            160    1.08562e+36    5.99115e+08    2.94034e+10
            161     1.2861e+36    6.20438e+08    2.98771e+10
            162    1.52238e+36    6.42289e+08    3.03541e+10
            163    1.80063e+36    6.64675e+08    3.08343e+10
            164    2.12808e+36    6.87602e+08    3.13177e+10
            165    2.51311e+36    7.11077e+08    3.18044e+10
            166    2.96552e+36    7.35107e+08    3.22943e+10
            167     3.4967e+36    7.59697e+08    3.27873e+10
            168     4.1199e+36    7.84855e+08    3.32836e+10
            169    4.85054e+36    8.10588e+08     3.3783e+10
            170    5.70653e+36      8.369e+08    3.42855e+10
            171    6.70863e+36    8.63799e+08    3.47912e+10
            172    7.88098e+36    8.91292e+08    3.52999e+10
            173    9.25152e+36    9.19383e+08    3.58118e+10
            174    1.08526e+37    9.48081e+08    3.63267e+10
            175    1.27219e+37     9.7739e+08    3.68447e+10
            176    1.49026e+37    1.00732e+09    3.73657e+10
            177    1.74449e+37    1.03787e+09    3.78898e+10
            178     2.0407e+37    1.06905e+09    3.84168e+10
            179    2.38557e+37    1.10087e+09    3.89469e+10
            180    2.78684e+37    1.13333e+09    3.94799e+10
            181    3.25342e+37    1.16644e+09    4.00159e+10
            182     3.7956e+37     1.2002e+09    4.05548e+10
            183    4.42522e+37    1.23463e+09    4.10966e+10
            184    5.15592e+37    1.26971e+09    4.16414e+10
            185    6.00338e+37    1.30548e+09    4.21891e+10
            186    6.98566e+37    1.34191e+09    4.27396e+10
            187     8.1235e+37    1.37904e+09     4.3293e+10
            188    9.44072e+37    1.41685e+09    4.38492e+10
            189    1.09647e+38    1.45535e+09    4.44083e+10
            190    1.27268e+38    1.49456e+09    4.49702e+10
            191     1.4763e+38    1.53447e+09    4.55349e+10
            192    1.71145e+38    1.57509e+09    4.61024e+10
            193    1.98287e+38    1.61642e+09    4.66727e+10
            194    2.29595e+38    1.65848e+09    4.72457e+10
            195     2.6569e+38    1.70127e+09    4.78214e+10
            196    3.07278e+38    1.74478e+09    4.83999e+10
            197    3.55168e+38    1.78904e+09    4.89811e+10
            198    4.10284e+38    1.83404e+09     4.9565e+10
            199    4.73682e+38    1.87978e+09    5.01515e+10
well = w_4
    E, kcal/mol    D, mol/kcal       w_4->w_1      w_4->w_16  w_4->w_eor2_4
              0    3.55099e+17              0         334790              0
              1    7.30716e+17    3.35683e-12         582515              0
              2    1.46942e+18    5.26397e-11         939023              0
              3      2.893e+18    3.73578e-10    1.42739e+06              0
              4    5.58541e+18    1.81104e-09     2.0711e+06              0
              5    1.05896e+19    6.98105e-09    2.89367e+06    3.63203e-17
              6     1.9741e+19    2.30421e-08    3.91823e+06    7.97292e-15
              7    3.62248e+19    6.79156e-08    5.16728e+06    3.12771e-13
              8    6.54969e+19    1.83531e-07     6.6626e+06    6.07102e-12
              9    1.16789e+20    4.62865e-07      8.425e+06    7.83459e-11
             10    2.05542e+20    1.10325e-06    1.04743e+07    7.68989e-10
             11    3.57298e+20    2.50848e-06    1.28293e+07    6.18444e-09
             12    6.13882e+20    5.47936e-06    1.55076e+07    4.26773e-08
             13     1.0431e+21     1.1562e-05    1.85258e+07    2.60622e-07
             14    1.75384e+21    2.36716e-05    2.18992e+07    1.43949e-06
             15    2.91948e+21    4.71916e-05    2.56422e+07    7.30735e-06
             16    4.81364e+21    9.18796e-05    2.97681e+07     3.4511e-05
             17    7.86469e+21    0.000175128    3.42891e+07    0.000153079
             18    1.27381e+22    0.000327466    3.92163e+07    0.000642387
             19    2.04601e+22    0.000601753    4.45601e+07     0.00256212
             20    3.26015e+22     0.00108834    5.03299e+07     0.00969846
             21    5.15509e+22     0.00193982    5.65341e+07       0.034324
             22    8.09161e+22     0.00341112    6.31806e+07       0.110639
             23    1.26112e+23     0.00592343    7.02761e+07       0.319527
             24    1.95216e+23      0.0101652     7.7827e+07       0.828721
             25    3.00208e+23      0.0172487    8.58388e+07        1.95487
             26    4.58749e+23      0.0289468    9.43162e+07        4.25446
             27    6.96742e+23       0.048041    1.03264e+08        8.64911
             28    1.05197e+24      0.0788143    1.12685e+08        16.5915
             29    1.57926e+24        0.12773    1.22583e+08        30.2788
             30    2.35777e+24       0.204343    1.32961e+08        52.9198
