microcanonical number of states:
    E, kcal/mol          rxn_2          rxn_4          rxn_7          rxn_1          rxn_5
            119    4.91808e+33     4.1524e+09
            120    5.92042e+33    4.29054e+09
            121    7.12021e+33    4.43165e+09
            122    8.55503e+33    4.57573e+09
            123    1.02694e+34    4.72283e+09
            124    1.23158e+34    4.87294e+09
            125    1.47564e+34    5.02611e+09
            126    1.76647e+34    5.18234e+09
            127    2.11272e+34    5.34166e+09
            128    2.52458e+34    5.50409e+09
            129    3.01409e+34    5.66965e+09
            130    3.59538e+34    5.83835e+09
            131    4.28508e+34    6.01022e+09
            132    5.10272e+34    6.18527e+09
            133    6.07126e+34    6.36352e+09
            134     7.2176e+34    6.54498e+09
            135    8.57328e+34    6.72969e+09
            136    1.01753e+35    6.91764e+09
            137    1.20668e+35    7.10886e+09
            138    1.42985e+35    7.30336e+09
            139    1.69294e+35    7.50115e+09
            140    2.00287e+35    7.70226e+09
            141    2.36769e+35     7.9067e+09
            142     2.7968e+35    8.11447e+09
            143    3.30115e+35     8.3256e+09
            144    3.89351e+35     8.5401e+09
            145    4.58871e+35    8.75797e+09
            146    5.40403e+35    8.97924e+09
            147    6.35953e+35    9.20391e+09
            148    7.47852e+35    9.43199e+09
            149    8.78805e+35     9.6635e+09
            150    1.03195e+36    9.89845e+09
            151    1.21092e+36    1.01368e+10
            152    1.41994e+36    1.03787e+10
            153    1.66388e+36     1.0624e+10
            154    1.94837e+36    1.08728e+10
            155    2.27996e+36    1.11251e+10
            156    2.66616e+36    1.13809e+10
            157     3.1157e+36    1.16401e+10
            158    3.63861e+36    1.19029e+10
            159    4.24648e+36    1.21692e+10
            160    4.95266e+36     1.2439e+10
            161    5.77253e+36    1.27124e+10
            162    6.72381e+36    1.29893e+10
            163    7.82687e+36    1.32697e+10
            164    9.10513e+36    1.35537e+10
            165    1.05855e+37    1.38412e+10
            166     1.2299e+37    1.41323e+10
            167    1.42811e+37     1.4427e+10
            168    1.65724e+37    1.47252e+10
            169    1.92198e+37     1.5027e+10
            170    2.22767e+37    1.53324e+10
            171    2.58045e+37    1.56414e+10
            172    2.98733e+37    1.59539e+10
            173    3.45635e+37    1.62701e+10
            174    3.99668e+37    1.65898e+10
            175    4.61883e+37    1.69131e+10
            176    5.33478e+37      1.724e+10
            177    6.15822e+37    1.75705e+10
            178    7.10478e+37    1.79047e+10
            179    8.19226e+37    1.82424e+10
            180    9.44099e+37    1.85837e+10
            181    1.08741e+38    1.89286e+10
            182    1.25179e+38    1.92771e+10
            183    1.44025e+38    1.96292e+10
            184     1.6562e+38     1.9985e+10
            185    1.90351e+38    2.03443e+10
            186     2.1866e+38    2.07072e+10
            187    2.51047e+38    2.10737e+10
            188    2.88083e+38    2.14439e+10
            189    3.30413e+38    2.18176e+10
            190    3.78768e+38    2.21949e+10
            191    4.33981e+38    2.25759e+10
            192    4.96992e+38    2.29604e+10
            193    5.68869e+38    2.33485e+10
            194    6.50818e+38    2.37402e+10
            195    7.44206e+38    2.41355e+10
            196    8.50581e+38    2.45344e+10
            197    9.71689e+38    2.49368e+10
            198    1.10951e+39    2.53429e+10
            199    1.26627e+39    2.57525e+10
